Age,Gender,Weight,Height,BMI,Goal,Calories Burned,Workout Time (min),Workout Recommendation
33,Male,57.2,170.8,19.6,Build Muscles,18.8,126,Push Press
28,Female,57.1,163.9,21.3,Build Muscles,25.1,231,Push Press
51,Other,62.3,158.9,24.7,Build Muscles,18.18,160,Bench Press
44,Male,82.4,184.8,24.1,Maintain Weight,15.82,97,Bodyweight Exercises
33,Other,61.6,159.5,24.2,Maintain Weight,13.36,112,Planks
36,Female,73.3,172.4,24.7,Build Muscles,22.06,195,Leg Press
18,Male,65.3,180.0,20.1,Build Muscles,25.62,175,Lunges
46,Male,77.2,183.7,22.9,Build Muscles,26.17,176,Shoulder Press
56,Other,58.1,168.0,20.6,Maintain Weight,8.13,61,Balance Exercises
19,Other,65.5,173.4,21.8,Build Muscles,22.49,202,Shoulder Press
57,Female,58.6,157.4,23.6,Maintain Weight,9.75,77,Bodyweight Exercises
28,Other,72.3,173.3,24.1,Maintain Weight,9.73,72,Bodyweight Exercises
37,Male,60.4,167.7,21.5,Maintain Weight,15.71,102,Hiking
35,Male,71.6,189.7,19.9,Maintain Weight,17.57,113,Planks
33,Female,73.3,174.7,24.0,Maintain Weight,9.46,69,Rowing
59,Other,64.4,173.2,21.4,Maintain Weight,3.75,15,Planks
56,Other,70.0,173.8,23.2,Build Muscles,21.25,188,Push Press
31,Male,63.7,174.6,20.9,Maintain Weight,4.76,19,Yoga
28,Male,60.7,169.7,21.1,Build Muscles,21.32,144,Barbell Rows
39,Male,58.1,189.2,16.2,Gain Weight,33.5,236,Hammer Curls
29,Other,67.8,170.1,23.4,Maintain Weight,5.87,35,Hiking
49,Other,64.5,167.0,23.1,Maintain Weight,4.86,26,Planks
29,Other,54.6,166.0,19.8,Maintain Weight,6.21,43,Elliptical
39,Other,62.8,159.9,24.6,Build Muscles,16.9,147,Cable Machine Exercises
20,Other,57.8,164.7,21.3,Build Muscles,19.62,176,Cable Machine Exercises
60,Other,47.9,162.3,18.2,Gain Weight,2.78,11,Shrugs
26,Other,53.7,170.8,18.4,Gain Weight,18.38,165,Deadlifts
34,Other,64.7,164.4,23.9,Build Muscles,19.56,173,Weighted Pull-ups
37,Other,60.9,163.1,22.9,Build Muscles,15.13,130,Leg Press
30,Other,45.0,175.0,14.7,Gain Weight,12.78,112,Chest Flyes
31,Female,56.4,154.6,23.6,Build Muscles,15.37,134,Push Press
60,Female,57.0,170.8,19.5,Build Muscles,16.99,150,Kettlebell Swings
37,Other,49.3,163.4,18.5,Gain Weight,22.43,207,Hammer Curls
41,Male,68.8,182.3,20.7,Maintain Weight,3.07,5,Hiking
22,Other,56.3,170.1,19.5,Maintain Weight,13.97,120,Pilates
60,Other,46.6,157.8,18.7,Maintain Weight,12.93,113,Hiking
36,Male,59.8,176.0,19.3,Maintain Weight,4.09,15,Walking
28,Male,65.4,168.9,22.9,Build Muscles,25.36,173,Cable Machine Exercises
28,Other,64.5,169.4,22.5,Build Muscles,24.56,223,Barbell Rows
58,Other,66.8,163.8,24.9,Build Muscles,20.64,183,Lunges
59,Female,53.9,172.8,18.0,Gain Weight,9.89,80,Deadlifts
60,Other,65.6,166.7,23.6,Build Muscles,20.1,178,Lunges
31,Male,50.9,188.9,14.3,Gain Weight,11.25,71,Bench Press
51,Male,57.5,161.3,22.1,Build Muscles,33.48,236,Dumbbell Snatches
60,Other,69.3,174.4,22.8,Build Muscles,24.73,223,Lunges
58,Other,61.1,159.7,24.0,Maintain Weight,4.44,23,Bodyweight Exercises
52,Other,57.6,159.6,22.6,Maintain Weight,7.22,52,Core Workouts
55,Female,57.7,174.9,18.9,Build Muscles,15.62,136,Push Press
51,Male,58.5,184.2,17.2,Gain Weight,23.25,159,Pull-ups
51,Other,47.4,165.7,17.2,Gain Weight,11.86,102,Squats
47,Male,66.7,176.1,21.5,Maintain Weight,3.0,5,Bodyweight Exercises
28,Other,65.0,172.1,21.9,Maintain Weight,14.08,118,Bodyweight Exercises
26,Other,64.8,172.0,21.9,Maintain Weight,8.97,67,Low-Impact Aerobics
44,Male,66.6,184.3,19.6,Maintain Weight,16.07,103,Light Weight Training
30,Male,69.4,184.3,20.4,Maintain Weight,14.56,91,Swimming
35,Female,48.0,161.7,18.4,Gain Weight,22.48,208,Tricep Extensions
55,Other,50.3,157.4,20.3,Maintain Weight,6.86,51,Rowing
24,Other,61.3,173.8,20.3,Build Muscles,16.24,141,Cable Machine Exercises
15,Other,50.0,160.0,19.5,Build Muscles,18.75,170,Barbell Rows
41,Male,71.9,184.1,21.2,Maintain Weight,14.65,91,Walking
52,Other,56.4,169.6,19.6,Maintain Weight,2.18,2,Stretching
17,Male,70.9,169.0,24.8,Maintain Weight,4.48,15,Yoga
31,Male,69.1,178.4,21.7,Maintain Weight,17.48,113,Yoga
60,Other,58.8,164.2,21.8,Maintain Weight,3.46,14,Swimming
50,Female,52.3,166.4,18.9,Maintain Weight,10.23,84,Planks
49,Male,58.7,174.6,19.2,Maintain Weight,16.45,108,Light Weight Training
59,Other,56.3,168.5,19.8,Maintain Weight,13.77,118,Walking
28,Male,64.7,186.6,18.6,Build Muscles,23.06,156,Weighted Pull-ups
33,Female,62.5,170.3,21.6,Maintain Weight,2.99,8,Hiking
41,Male,57.3,176.3,18.4,Gain Weight,25.21,174,Dips
20,Female,60.9,163.9,22.7,Build Muscles,24.33,222,Lunges
48,Other,58.6,161.8,22.4,Build Muscles,21.55,195,Bench Press
50,Other,56.1,162.0,21.4,Maintain Weight,7.66,57,Planks
56,Male,70.6,182.3,21.2,Build Muscles,28.34,194,Chest Dips
46,Male,58.4,162.9,22.0,Build Muscles,33.38,235,Weighted Pull-ups
34,Other,60.9,162.6,23.0,Maintain Weight,8.03,59,Hiking
54,Male,49.7,187.6,14.1,Gain Weight,4.4,20,Dips
48,Other,61.1,158.5,24.3,Maintain Weight,9.14,70,Swimming
50,Female,49.7,158.4,19.8,Maintain Weight,5.44,37,Planks
19,Male,67.4,164.6,24.9,Build Muscles,24.89,169,Weighted Pull-ups
54,Other,45.3,160.5,17.6,Gain Weight,14.08,125,Lateral Raises
32,Female,46.9,163.0,17.7,Gain Weight,1.74,1,Squats
30,Male,59.4,166.1,21.5,Maintain Weight,16.21,106,Cycling
51,Other,64.8,167.9,23.0,Maintain Weight,4.17,19,Core Workouts
34,Male,61.2,163.6,22.9,Maintain Weight,3.08,7,Swimming
35,Female,46.0,168.3,16.2,Gain Weight,25.41,238,Shrugs
41,Male,67.6,184.4,19.9,Build Muscles,25.97,177,Dumbbell Snatches
31,Other,57.7,156.8,23.5,Maintain Weight,5.22,32,Core Workouts
41,Other,56.5,174.2,18.6,Build Muscles,23.08,211,Lunges
31,Other,50.0,164.8,18.4,Gain Weight,9.65,79,Deadlifts
53,Male,66.1,188.5,18.6,Build Muscles,24.18,164,Bench Press
52,Female,50.1,174.3,16.5,Gain Weight,14.75,130,Push-ups
46,Female,72.4,173.6,24.0,Maintain Weight,10.63,81,Swimming
26,Other,60.6,169.6,21.1,Build Muscles,22.42,203,Kettlebell Swings
29,Female,46.0,155.5,19.0,Maintain Weight,4.41,28,Stretching
56,Other,64.1,172.3,21.6,Build Muscles,23.04,208,Weighted Pull-ups
33,Female,71.2,170.1,24.6,Build Muscles,22.59,201,Chest Dips
29,Male,72.5,172.5,24.4,Build Muscles,30.54,210,Leg Press
23,Female,57.0,155.8,23.5,Build Muscles,23.79,218,Barbell Rows
27,Male,61.8,183.9,18.3,Gain Weight,5.1,22,Bench Press
58,Male,68.4,166.3,24.7,Build Muscles,33.73,235,Bench Press
32,Male,75.9,184.3,22.4,Maintain Weight,7.06,33,Cycling
47,Male,45.0,174.5,14.8,Gain Weight,19.44,134,Chest Flyes
51,Other,56.9,170.9,19.5,Maintain Weight,4.59,26,Light Weight Training
30,Male,63.6,166.9,22.8,Maintain Weight,8.49,47,Core Workouts
45,Male,56.1,183.0,16.7,Gain Weight,29.16,204,Shrugs
37,Male,71.3,175.1,23.3,Maintain Weight,14.63,91,Rowing
34,Other,57.1,159.4,22.5,Maintain Weight,2.9,9,Stretching
53,Other,51.0,165.8,18.6,Build Muscles,17.79,160,Squats
27,Female,71.3,170.8,24.4,Maintain Weight,5.3,28,Walking
30,Other,59.0,166.9,21.2,Maintain Weight,4.47,24,Stretching
27,Male,58.7,170.7,20.1,Maintain Weight,3.52,11,Yoga
48,Male,68.1,177.6,21.6,Build Muscles,25.05,170,Cable Machine Exercises
55,Other,58.9,167.6,21.0,Maintain Weight,13.16,111,Light Weight Training
20,Female,57.5,156.2,23.6,Build Muscles,16.81,148,Lunges
44,Male,68.7,181.0,20.9,Build Muscles,22.27,149,Leg Press
33,Female,51.8,158.8,20.5,Build Muscles,23.31,215,Squats
46,Other,50.4,168.7,17.7,Gain Weight,16.16,144,Bent-Over Rows
49,Other,63.5,165.9,23.1,Maintain Weight,8.72,65,Elliptical
27,Male,60.5,170.2,20.9,Build Muscles,32.25,226,Lunges
17,Male,60.9,163.9,22.6,Maintain Weight,5.2,23,Pilates
37,Male,69.5,182.1,21.0,Maintain Weight,4.43,15,Rowing
22,Other,57.5,163.2,21.6,Build Muscles,16.01,140,Squats
57,Male,51.0,167.1,18.3,Gain Weight,17.38,117,Shrugs
26,Male,63.1,182.2,19.0,Maintain Weight,7.14,37,Rowing
36,Male,60.6,165.4,22.2,Maintain Weight,12.65,79,Yoga
19,Male,60.0,169.1,21.0,Maintain Weight,16.9,111,Bodyweight Exercises
58,Male,63.9,187.4,18.2,Gain Weight,14.77,94,Deadlifts
52,Female,58.9,163.4,22.0,Build Muscles,17.16,151,Push Press
44,Male,63.7,161.1,24.5,Build Muscles,25.7,176,Push Press
49,Male,57.5,162.6,21.8,Build Muscles,28.95,202,Chest Dips
18,Other,72.4,172.8,24.3,Maintain Weight,12.34,98,Low-Impact Aerobics
25,Female,61.0,173.4,20.3,Maintain Weight,10.14,80,Yoga
27,Male,52.1,170.8,17.9,Gain Weight,33.82,240,Lateral Raises
50,Other,66.6,167.5,23.7,Maintain Weight,5.13,28,Yoga
21,Male,82.5,182.4,24.8,Maintain Weight,6.62,28,Core Workouts
52,Female,62.3,159.9,24.4,Maintain Weight,8.88,67,Bodyweight Exercises
57,Male,46.3,183.4,13.8,Gain Weight,3.09,11,Pull-ups
58,Male,62.8,178.7,19.7,Maintain Weight,6.07,29,Core Workouts
38,Male,68.5,188.5,19.3,Maintain Weight,10.0,57,Light Weight Training
29,Other,63.4,169.0,22.2,Build Muscles,23.92,217,Deadlifts
60,Male,63.9,169.6,22.2,Maintain Weight,3.57,10,Stretching
21,Female,57.0,165.9,20.7,Build Muscles,23.19,212,Shoulder Press
24,Male,68.0,179.3,21.1,Build Muscles,21.58,144,Chin-ups
33,Female,50.6,160.6,19.6,Build Muscles,25.57,238,Leg Press
39,Male,53.1,187.7,15.1,Gain Weight,8.66,51,Pull-ups
23,Male,67.2,165.7,24.5,Maintain Weight,3.55,9,Bodyweight Exercises
16,Other,63.6,162.0,24.2,Maintain Weight,6.42,42,Bodyweight Exercises
39,Other,66.9,174.8,21.9,Maintain Weight,6.04,37,Light Weight Training
26,Other,49.9,153.8,21.1,Maintain Weight,8.14,64,Balance Exercises
25,Other,71.1,172.3,23.9,Maintain Weight,5.09,26,Planks
18,Male,67.2,168.1,23.8,Maintain Weight,18.22,119,Pilates
43,Male,67.6,178.2,21.3,Build Muscles,26.5,181,Deadlifts
39,Other,62.4,169.0,21.8,Build Muscles,19.98,178,Barbell Rows
22,Other,70.3,172.8,23.5,Maintain Weight,4.46,20,Cycling
24,Male,69.0,178.8,21.6,Build Muscles,20.15,133,Deadlifts
53,Female,58.1,156.7,23.6,Maintain Weight,10.73,87,Rowing
50,Other,63.1,173.0,21.1,Maintain Weight,3.51,13,Hiking
27,Other,58.5,158.6,23.3,Build Muscles,18.65,166,Dumbbell Snatches
50,Female,53.9,158.6,21.4,Maintain Weight,5.09,32,Cycling
42,Female,62.4,166.0,22.7,Maintain Weight,5.28,31,Cycling
55,Other,57.7,168.8,20.2,Maintain Weight,11.12,91,Rowing
53,Other,70.1,173.5,23.3,Build Muscles,21.76,193,Kettlebell Swings
22,Female,61.4,163.3,23.0,Maintain Weight,13.95,118,Yoga
60,Other,67.2,174.2,22.1,Build Muscles,22.85,205,Squats
21,Female,47.2,164.9,17.3,Gain Weight,22.85,212,Dips
37,Male,52.0,181.1,15.9,Gain Weight,15.29,101,Dips
24,Male,57.8,160.9,22.3,Maintain Weight,5.09,23,Light Weight Training
58,Other,59.2,169.3,20.6,Maintain Weight,11.77,97,Hiking
49,Male,61.7,178.1,19.4,Build Muscles,28.03,194,Lunges
49,Female,66.1,164.6,24.4,Build Muscles,22.31,200,Push Press
28,Other,59.8,175.0,19.5,Build Muscles,15.79,137,Dumbbell Snatches
19,Female,57.4,164.3,21.3,Build Muscles,22.61,206,Chest Dips
20,Male,61.6,161.6,23.6,Build Muscles,29.36,204,Push Press
21,Male,59.5,172.8,19.9,Build Muscles,34.08,240,Dumbbell Snatches
46,Female,58.0,167.5,20.7,Build Muscles,14.13,121,Barbell Rows
25,Male,50.8,165.7,18.5,Gain Weight,21.91,151,Bench Press
41,Male,68.4,180.9,20.9,Build Muscles,28.93,199,Squats
42,Female,67.9,171.5,23.1,Maintain Weight,11.08,87,Pilates
36,Other,62.7,172.8,21.0,Maintain Weight,12.29,101,Stretching
27,Male,70.1,189.6,19.5,Maintain Weight,3.79,10,Walking
34,Other,61.6,158.6,24.5,Maintain Weight,10.25,81,Planks
18,Female,73.5,174.1,24.2,Build Muscles,24.97,224,Leg Press
31,Other,59.5,174.3,19.6,Maintain Weight,10.58,85,Yoga
50,Male,60.1,175.3,19.6,Maintain Weight,7.7,42,Balance Exercises
47,Female,70.5,173.0,23.6,Maintain Weight,14.37,119,Light Weight Training
42,Other,68.2,174.5,22.4,Maintain Weight,11.19,88,Pilates
27,Male,60.4,188.8,16.9,Gain Weight,15.18,98,Hammer Curls
53,Female,72.3,171.7,24.5,Maintain Weight,12.03,95,Hiking
52,Male,57.7,180.5,17.7,Gain Weight,10.69,65,Lateral Raises
27,Male,49.5,161.4,19.0,Build Muscles,22.8,158,Power Cleans
57,Female,51.3,165.2,18.8,Build Muscles,19.69,179,Chin-ups
24,Male,52.4,188.9,14.7,Gain Weight,8.37,49,Bench Press
44,Other,67.1,168.5,23.6,Build Muscles,25.85,235,Kettlebell Swings
21,Female,48.5,173.5,16.1,Gain Weight,23.7,220,Pull-ups
47,Female,73.7,172.2,24.9,Maintain Weight,11.48,89,Hiking
20,Female,64.4,161.4,24.7,Build Muscles,23.75,215,Deadlifts
27,Other,67.4,169.8,23.4,Build Muscles,20.46,181,Chest Dips
57,Other,45.9,172.5,15.4,Gain Weight,13.91,123,Tricep Extensions
31,Male,66.8,164.1,24.8,Maintain Weight,17.8,116,Core Workouts
36,Male,56.5,165.4,20.6,Maintain Weight,10.11,61,Hiking
25,Male,53.3,168.1,18.9,Maintain Weight,5.33,26,Pilates
34,Female,59.7,165.0,21.9,Build Muscles,17.09,150,Leg Press
43,Female,56.9,169.3,19.8,Maintain Weight,4.09,21,Elliptical
51,Male,72.6,184.0,21.4,Build Muscles,30.81,212,Power Cleans
56,Male,61.2,186.0,17.7,Gain Weight,20.68,139,Chest Flyes
15,Female,62.2,164.6,23.0,Maintain Weight,5.68,35,Low-Impact Aerobics
51,Other,58.9,164.6,21.8,Build Muscles,17.86,158,Chest Dips
60,Male,45.9,165.6,16.8,Gain Weight,32.14,229,Pull-ups
59,Male,64.8,176.9,20.7,Build Muscles,18.8,124,Deadlifts
37,Other,68.4,167.0,24.5,Maintain Weight,3.39,10,Cycling
50,Other,53.2,160.5,20.6,Maintain Weight,10.76,89,Rowing
44,Other,70.9,170.5,24.4,Maintain Weight,3.58,11,Planks
55,Female,48.3,172.3,16.3,Gain Weight,24.99,233,Bench Press
55,Other,64.1,174.0,21.2,Maintain Weight,4.34,21,Swimming
39,Female,51.5,153.9,21.7,Maintain Weight,10.7,89,Yoga
50,Female,70.6,169.1,24.7,Maintain Weight,7.17,47,Yoga
43,Other,57.0,167.0,20.4,Maintain Weight,12.89,109,Light Weight Training
29,Female,64.3,174.0,21.2,Build Muscles,15.65,134,Weighted Pull-ups
24,Female,56.0,150.1,24.9,Maintain Weight,8.86,69,Low-Impact Aerobics
26,Male,68.0,187.7,19.3,Build Muscles,33.44,233,Barbell Rows
32,Female,59.2,174.6,19.4,Maintain Weight,5.67,36,Stretching
33,Male,66.5,176.3,21.4,Build Muscles,21.79,146,Barbell Rows
22,Female,56.5,157.8,22.7,Maintain Weight,12.98,110,Pilates
44,Male,60.0,187.9,17.0,Gain Weight,29.7,207,Lateral Raises
25,Female,54.7,168.5,19.3,Build Muscles,14.72,128,Squats
38,Female,45.0,164.4,16.7,Gain Weight,7.78,62,Overhead Press
60,Male,56.0,188.4,15.8,Gain Weight,28.49,199,Hammer Curls
57,Male,64.3,187.7,18.3,Gain Weight,11.59,70,Dumbbell Rows
24,Other,65.3,163.6,24.4,Maintain Weight,13.29,110,Elliptical
15,Male,51.9,158.0,20.8,Maintain Weight,4.88,23,Rowing
38,Other,59.3,160.6,23.0,Build Muscles,24.38,223,Weighted Pull-ups
50,Male,60.4,172.0,20.4,Build Muscles,30.25,211,Shoulder Press
23,Male,67.2,188.7,18.9,Build Muscles,19.28,127,Chest Dips
50,Male,72.0,185.5,20.9,Maintain Weight,11.19,65,Stretching
16,Female,58.3,158.5,23.2,Build Muscles,23.24,212,Dumbbell Snatches
31,Male,57.4,172.5,19.3,Maintain Weight,6.14,31,Stretching
39,Female,60.5,164.1,22.5,Build Muscles,21.12,190,Squats
34,Other,63.2,166.7,22.7,Build Muscles,15.71,135,Kettlebell Swings
51,Male,65.7,179.0,20.5,Maintain Weight,14.57,92,Light Weight Training
48,Male,63.2,182.6,19.0,Build Muscles,26.61,183,Leg Press
40,Male,58.0,170.7,19.9,Maintain Weight,15.23,99,Bodyweight Exercises
28,Male,82.2,188.1,23.2,Build Muscles,31.41,214,Barbell Rows
47,Other,61.4,161.9,23.4,Maintain Weight,3.35,12,Light Weight Training
33,Other,58.4,161.0,22.6,Build Muscles,21.14,191,Bench Press
23,Other,58.6,159.1,23.1,Build Muscles,20.35,183,Barbell Rows
31,Female,59.7,155.7,24.6,Maintain Weight,3.69,16,Walking
49,Female,56.4,153.1,24.1,Maintain Weight,4.78,28,Swimming
54,Male,59.7,160.6,23.1,Build Muscles,21.82,148,Dumbbell Snatches
18,Male,48.3,188.6,13.6,Gain Weight,19.69,135,Tricep Extensions
29,Female,66.0,167.0,23.6,Maintain Weight,13.81,115,Balance Exercises
52,Other,70.0,174.3,23.1,Build Muscles,23.85,214,Lunges
40,Other,65.5,165.6,23.9,Maintain Weight,11.89,96,Low-Impact Aerobics
21,Male,54.4,162.3,20.7,Maintain Weight,2.17,2,Cycling
44,Male,47.1,174.1,15.6,Gain Weight,32.85,234,Dips
26,Male,67.3,188.9,18.9,Build Muscles,31.56,219,Chest Dips
48,Male,66.6,178.7,20.9,Build Muscles,27.8,191,Cable Machine Exercises
32,Male,65.9,168.8,23.2,Build Muscles,20.17,134,Weighted Pull-ups
21,Male,64.1,189.0,17.9,Gain Weight,14.51,92,Deadlifts
29,Female,62.9,173.4,20.9,Maintain Weight,8.2,60,Bodyweight Exercises
53,Other,58.5,155.7,24.1,Build Muscles,14.45,124,Weighted Pull-ups
53,Female,59.3,162.6,22.4,Maintain Weight,10.37,83,Hiking
28,Male,57.0,179.4,17.7,Gain Weight,8.26,47,Bent-Over Rows
43,Other,64.6,161.2,24.9,Maintain Weight,3.16,9,Walking
48,Other,49.8,161.4,19.1,Build Muscles,15.34,136,Bench Press
28,Other,47.0,154.4,19.7,Maintain Weight,5.34,37,Yoga
56,Male,72.0,178.4,22.6,Maintain Weight,9.72,54,Stretching
48,Other,60.1,166.1,21.8,Build Muscles,14.9,128,Barbell Rows
30,Female,61.9,173.3,20.6,Maintain Weight,9.77,76,Balance Exercises
51,Other,58.0,174.1,19.1,Build Muscles,15.93,139,Chin-ups
37,Female,56.8,161.6,21.7,Maintain Weight,4.39,24,Elliptical
28,Other,51.9,174.6,17.0,Gain Weight,20.32,185,Lateral Raises
55,Female,58.6,166.8,21.1,Maintain Weight,7.95,59,Cycling
38,Female,51.1,164.2,19.0,Maintain Weight,13.69,119,Bodyweight Exercises
35,Male,76.2,184.0,22.5,Build Muscles,22.13,146,Leg Press
53,Male,53.9,183.4,16.0,Gain Weight,28.55,200,Lateral Raises
24,Female,49.5,172.5,16.6,Gain Weight,15.63,139,Chest Flyes
33,Other,56.0,163.2,21.0,Build Muscles,18.86,169,Push Press
22,Male,73.4,178.6,23.0,Maintain Weight,3.9,10,Hiking
18,Female,47.8,151.1,21.0,Build Muscles,22.37,207,Lunges
60,Male,56.5,169.4,19.7,Build Muscles,22.24,152,Chin-ups
23,Other,60.2,171.1,20.6,Build Muscles,19.21,171,Chin-ups
21,Male,70.5,174.0,23.3,Maintain Weight,18.07,117,Elliptical
32,Male,72.4,175.8,23.4,Maintain Weight,12.53,75,Yoga
32,Male,72.6,174.1,24.0,Maintain Weight,6.54,30,Core Workouts
27,Male,66.2,174.3,21.8,Build Muscles,34.05,238,Bench Press
59,Other,70.3,174.7,23.0,Maintain Weight,6.46,40,Low-Impact Aerobics
20,Female,59.3,158.8,23.5,Maintain Weight,13.28,112,Low-Impact Aerobics
51,Other,60.0,159.7,23.5,Maintain Weight,10.2,81,Hiking
53,Male,62.3,164.2,23.1,Build Muscles,28.58,198,Power Cleans
42,Other,54.0,152.7,23.2,Build Muscles,13.99,121,Chin-ups
35,Other,50.6,174.9,16.5,Gain Weight,11.37,96,Push-ups
28,Male,77.6,184.5,22.8,Build Muscles,26.58,179,Barbell Rows
53,Male,66.4,169.6,23.1,Build Muscles,22.86,154,Push Press
42,Female,58.3,172.8,19.5,Build Muscles,24.94,229,Power Cleans
16,Other,59.2,158.4,23.6,Build Muscles,16.77,147,Kettlebell Swings
60,Male,48.9,186.2,14.1,Gain Weight,31.85,226,Hammer Curls
24,Female,68.2,168.0,24.2,Maintain Weight,10.09,77,Balance Exercises
54,Male,72.5,176.6,23.2,Build Muscles,29.47,202,Push Press
22,Female,58.9,167.0,21.1,Maintain Weight,5.26,32,Yoga
16,Male,61.3,157.5,24.7,Build Muscles,24.28,166,Squats
51,Female,69.2,170.7,23.7,Build Muscles,25.02,226,Dumbbell Snatches
40,Male,52.1,168.8,18.3,Gain Weight,15.69,104,Bench Press
58,Female,69.0,174.1,22.8,Maintain Weight,10.22,78,Elliptical
26,Male,57.1,160.4,22.2,Build Muscles,26.8,186,Barbell Rows
21,Male,66.6,181.8,20.1,Build Muscles,31.4,218,Shoulder Press
57,Male,52.0,185.5,15.1,Gain Weight,14.75,97,Tricep Extensions
45,Other,72.2,171.9,24.4,Build Muscles,24.33,218,Leg Press
16,Female,61.0,159.4,24.0,Maintain Weight,12.54,104,Light Weight Training
31,Male,72.3,170.7,24.8,Build Muscles,20.13,132,Bench Press
32,Male,59.8,168.3,21.1,Build Muscles,25.56,176,Shoulder Press
27,Other,59.0,172.1,19.9,Build Muscles,15.97,139,Weighted Pull-ups
41,Male,61.8,168.7,21.7,Build Muscles,20.56,138,Weighted Pull-ups
27,Male,59.7,175.2,19.4,Build Muscles,27.69,192,Power Cleans
59,Female,46.5,173.5,15.4,Gain Weight,13.73,121,Pull-ups
56,Male,58.8,171.1,20.1,Build Muscles,24.99,172,Bench Press
59,Female,59.0,174.9,19.3,Maintain Weight,3.46,14,Bodyweight Exercises
51,Other,56.6,173.0,18.9,Maintain Weight,10.98,90,Hiking
36,Male,60.2,175.8,19.5,Maintain Weight,9.71,57,Cycling
46,Male,65.7,174.0,21.7,Build Muscles,22.83,154,Shoulder Press
51,Male,62.8,168.5,22.1,Build Muscles,26.73,184,Deadlifts
48,Other,62.8,169.2,22.0,Maintain Weight,4.2,20,Pilates
35,Other,65.1,171.4,22.2,Maintain Weight,14.18,119,Cycling
18,Male,59.3,169.9,20.5,Maintain Weight,8.08,45,Swimming
26,Female,56.6,155.8,23.3,Build Muscles,15.38,134,Deadlifts
41,Other,60.2,174.1,19.9,Build Muscles,18.91,168,Weighted Pull-ups
19,Male,68.7,167.1,24.6,Build Muscles,25.74,175,Deadlifts
46,Other,47.1,160.9,18.2,Gain Weight,13.15,115,Dumbbell Rows
18,Male,59.1,171.4,20.1,Build Muscles,21.0,142,Squats
46,Other,62.0,160.4,24.1,Maintain Weight,7.17,50,Yoga
30,Male,73.1,186.0,21.1,Maintain Weight,8.16,42,Light Weight Training
41,Other,56.5,166.2,20.4,Maintain Weight,7.08,51,Cycling
19,Male,46.8,173.1,15.6,Gain Weight,28.17,199,Lateral Raises
18,Male,72.2,178.9,22.5,Maintain Weight,16.79,107,Core Workouts
47,Male,67.9,182.3,20.4,Build Muscles,32.78,228,Push Press
33,Male,68.9,176.9,22.0,Maintain Weight,14.41,90,Stretching
41,Other,55.0,160.2,21.4,Build Muscles,19.82,179,Barbell Rows
57,Other,54.8,167.7,19.5,Maintain Weight,8.52,66,Pilates
24,Other,56.7,153.9,23.9,Build Muscles,22.98,210,Deadlifts
43,Other,66.7,164.8,24.6,Maintain Weight,6.03,37,Hiking
21,Male,72.2,188.0,20.4,Build Muscles,31.06,214,Chest Dips
37,Female,65.6,168.7,23.1,Build Muscles,24.9,226,Cable Machine Exercises
23,Male,52.4,181.3,15.9,Gain Weight,13.57,88,Bench Press
29,Male,60.9,168.3,21.5,Maintain Weight,6.26,31,Swimming
38,Other,71.2,173.3,23.7,Build Muscles,15.39,129,Weighted Pull-ups
44,Male,62.2,181.3,18.9,Build Muscles,18.98,126,Deadlifts
46,Female,71.1,173.3,23.7,Build Muscles,15.79,133,Weighted Pull-ups
29,Female,68.5,174.7,22.5,Build Muscles,19.9,175,Push Press
21,Male,73.4,189.5,20.4,Build Muscles,23.23,155,Push Press
55,Female,66.2,164.6,24.4,Build Muscles,18.22,159,Squats
57,Male,65.6,172.3,22.1,Build Muscles,31.63,220,Push Press
40,Male,71.0,176.7,22.8,Maintain Weight,17.42,112,Planks
34,Other,60.5,155.9,24.9,Build Muscles,20.32,182,Shoulder Press
53,Other,50.2,163.5,18.8,Maintain Weight,12.86,111,Rowing
47,Other,72.9,172.0,24.6,Build Muscles,25.75,232,Weighted Pull-ups
33,Male,62.3,165.2,22.8,Build Muscles,33.25,233,Cable Machine Exercises
27,Male,62.9,180.5,19.3,Build Muscles,29.94,208,Lunges
49,Female,63.0,162.0,24.0,Build Muscles,14.41,122,Shoulder Press
30,Other,46.5,155.9,19.2,Maintain Weight,11.53,99,Stretching
51,Female,51.1,152.0,22.1,Maintain Weight,8.79,70,Cycling
56,Male,61.4,168.1,21.7,Build Muscles,26.95,186,Lunges
42,Female,66.2,171.8,22.4,Build Muscles,18.62,163,Bench Press
26,Male,52.3,187.5,14.9,Gain Weight,15.96,106,Pull-ups
48,Female,49.2,152.3,21.2,Maintain Weight,6.62,49,Walking
51,Male,62.8,171.3,21.4,Maintain Weight,5.26,23,Yoga
43,Male,61.9,168.1,21.9,Build Muscles,25.37,174,Chest Dips
20,Female,71.3,174.5,23.4,Build Muscles,17.5,150,Leg Press
60,Female,57.4,170.6,19.7,Build Muscles,14.91,129,Chin-ups
30,Female,60.3,160.8,23.3,Maintain Weight,7.71,56,Balance Exercises
